First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Julian,Gutierrez,Buy,1258,HND,ELP,First Class,7
Kyle,Hodges,Buy,67,ELP,CUN,Main Cabin,5
Danielle,Chavez,Buy,605,LAX,BOS,Main Cabin,1
John,Davis,Buy,1341,CDG,ELP,Main Cabin,4
Mary,Grant,Buy,494,ELP,LHR,Main Cabin,6
Cynthia,Powell,Buy,1163,CDG,ELP,Main Cabin,8
Sheri,Adams,Buy,108,ELP,ATL,Business Class,6
Mark,Butler,Buy,194,ELP,ORD,Business Class,2
Victoria,Martin,Buy,517,ELP,CUN,Main Cabin,1
Christopher,Davis,Buy,397,ELP,LAS,First Class,4
Anthony,Dalton,Buy,184,DFW,ELP,Business Class,2
Brenda,Douglas,Buy,1043,MEX,CJS,Business Class,1
Timothy,Jones,Buy,292,ATL,ELP,Business Class,5
Monica,Sullivan,Buy,1155,YYZ,ELP,Main Cabin,7
Kristina,Patrick,Buy,764,ELP,LHR,Main Cabin,2
Tracy,Fitzgerald,Buy,932,ELP,BOS,Main Cabin,8
Andrew,Hall,Buy,582,ELP,LHR,Main Cabin,8
Erin,Barton,Buy,404,ELP,LHR,First Class,8
Benjamin,Ramirez,Buy,155,LAX,BOS,First Class,4
Christina,Carter,Buy,652,ATL,ELP,Business Class,8
Andrew,Hall,Buy,1122,ELP,LHR,Business Class,6
Brittany,Andrews,Buy,1124,ELP,LHR,Business Class,7
Timothy,Jones,Buy,673,ELP,LHR,Main Cabin,5
Kelly,Wilson,Buy,426,ELP,CUN,Main Cabin,3
Mark,Lee,Buy,721,ELP,DFW,First Class,7
Danielle,Chavez,Buy,173,CDG,ELP,Business Class,8
Jonathan,Christian,Buy,12,ELP,ORD,First Class,2
Benjamin,Johnson,Buy,1057,ELP,CUN,Main Cabin,5
Sabrina,Nguyen,Buy,974,ELP,YYZ,Business Class,8
Wendy,Stanton,Buy,859,CJS,MEX,Main Cabin,1
Timothy,Romero,Buy,54,ORL,LAX,Main Cabin,5
Anthony,Brooks,Buy,416,ORL,LAX,First Class,3
Heidi,Page,Buy,776,ORL,LAX,First Class,1
Karl,Davis,Buy,949,CJS,MEX,First Class,7
Darlene,Shaw,Buy,57,LAX,ORL,First Class,6
Michelle,Wood,Buy,803,CDG,ELP,First Class,2
Brett,Wallace,Buy,1176,ELP,LAX,Main Cabin,4
Phillip,Meyer,Buy,1318,LAX,ORL,Business Class,7
Phillip,Brown,Buy,548,ELP,LAX,Main Cabin,3
Bryan,Arriaga,Buy,849,LAS,ELP,First Class,4
Erica,Harrison,Buy,1043,MEX,CJS,Business Class,3
Ryan,Wilkins,Buy,848,ELP,LAS,Business Class,5
Jade,Crawford,Buy,1028,ELP,LAS,First Class,5
Barbara,Jones,Buy,988,HND,ELP,First Class,3
Steven,Hartman,Buy,373,ELP,ORD,Business Class,1
Jason,Clark,Buy,1170,ELP,DFW,First Class,2
Jennifer,Williams,Buy,292,ATL,ELP,Business Class,5
Michael,Mccormick,Buy,221,LAS,ELP,Main Cabin,2
Amanda,Baker,Buy,1144,LAX,BOS,Main Cabin,6
Kenneth,House,Buy,342,ELP,YYZ,First Class,3
Bella,Quintero,Buy,12,ELP,ORD,First Class,8
Kevin,Harrison,Buy,1050,BOS,LAX,First Class,4
Michele,Stevens,Buy,984,ELP,HND,First Class,2
Kelly,Harris,Buy,434,ELP,YYZ,Main Cabin,6
Beth,Sharp,Buy,125,BOS,ELP,First Class,3
Sara,Fox,Buy,306,ELP,LAS,Main Cabin,5
Stacy,Maldonado,Buy,573,BOS,ELP,Business Class,2
William,Ortiz,Buy,1339,ELP,CDG,First Class,6
Jorge,Huerta,Buy,197,ORD,ELP,Main Cabin,6
Christina,Jones,Buy,294,ELP,JFK,Main Cabin,4
Nathan,Coleman,Buy,1156,YYZ,ELP,First Class,5
Kevin,Swanson,Buy,400,LAS,ELP,Business Class,1
Amber,Brown,Buy,681,MEX,CJS,First Class,1
Michelle,Oliver,Buy,431,CUN,ELP,Business Class,4
Samantha,Howell,Buy,947,LHR,ELP,Business Class,7
Mark,Butler,Buy,1201,ELP,BOS,Business Class,1
Christopher,Ortega,Buy,711,CDG,ELP,Main Cabin,7
Lisa,Robinson,Buy,1104,ELP,JFK,First Class,1
James,Nolan,Buy,544,DFW,ELP,Business Class,8
Brittany,Richard,Buy,1188,ELP,ATL,Business Class,4
Jason,Skinner,Buy,1179,LAX,ELP,Business Class,3
Taylor,Johnson,Buy,175,ELP,HND,Main Cabin,8
Lisa,Miller,Buy,482,ELP,BOS,Business Class,6
Casey,Navarro,Buy,595,ORL,LAX,Main Cabin,4
Amanda,Johnson,Buy,303,BOS,ELP,First Class,1
Brooke,Maxwell,Buy,345,YYZ,ELP,Main Cabin,5
George,Proctor,Buy,1041,MEX,CJS,Business Class,5
Emma,Padilla,Buy,996,ELP,LAX,Business Class,2
Sabrina,Nguyen,Buy,1236,ELP,CUN,First Class,2
Edward,Johnson,Buy,1070,ELP,CDG,Main Cabin,6
Michael,Castillo,Buy,959,LAX,ORL,Business Class,5
Elizabeth,Cruz,Buy,882,ELP,YYZ,First Class,8
Dennis,Cooper,Buy,2,ELP,DFW,Main Cabin,3
Willie,Hobbs,Buy,1347,HND,ELP,Business Class,4
Michael,Clarke,Buy,1085,DFW,ELP,Main Cabin,3
Donald,Haynes,Buy,1086,ELP,LAX,Main Cabin,1
Alexis,Ford,Buy,331,BOS,LAX,Main Cabin,3
Andres,Soto,Buy,531,CDG,ELP,First Class,1
Joanna,Trevino,Buy,187,ELP,LAX,Main Cabin,6
Brian,Lopez,Buy,502,MEX,CJS,Main Cabin,5
Brooke,Padilla,Buy,721,ELP,DFW,First Class,2
Jennifer,Davidson,Buy,586,LHR,ELP,First Class,4
Karl,Davis,Buy,1110,ELP,BOS,First Class,7
Jeffrey,Delgado,Buy,302,ELP,BOS,Business Class,3
Joanna,Knight,Buy,298,JFK,ELP,First Class,2
Doris,Mercado,Buy,970,CUN,ELP,Business Class,8
Kelly,Jordan,Buy,983,CDG,ELP,Business Class,6
Christian,Ellis,Buy,1134,ORL,LAX,Main Cabin,8
Michael,Flores,Buy,1197,JFK,ELP,Business Class,2
Ricky,Gardner,Buy,341,CUN,ELP,Business Class,6
Krista,Blake,Buy,1229,LAX,ORL,Business Class,8
Allen,Arnold,Buy,734,ELP,ORD,Main Cabin,2
Nicole,Rowland,Buy,58,LAX,ORL,First Class,2
Sonia,Durham,Buy,359,HND,ELP,Business Class,3
Robert,Park,Buy,266,ELP,HND,Business Class,7
Robert,Lyons,Buy,705,YYZ,ELP,First Class,2
Linda,Bennett,Buy,319,CJS,MEX,Main Cabin,6
Alexandra,Fox,Buy,99,LAX,ELP,Main Cabin,1
Kyle,Hodges,Buy,615,YYZ,ELP,First Class,2
Carmen,Petersen,Buy,215,BOS,ELP,Main Cabin,7
Alexandra,Cook,Buy,142,MEX,CJS,Main Cabin,7
Carol,Elliott,Buy,670,LAS,ELP,First Class,3
Brittany,Nielsen,Buy,60,BOS,LAX,Business Class,5
Patricia,Hughes,Buy,222,ELP,LHR,Main Cabin,3
Jasmin,Cuevas,Buy,1137,LAX,ORL,Main Cabin,6
Loretta,Phillips,Buy,440,ELP,CDG,Main Cabin,2
Darlene,Shaw,Buy,1251,CDG,ELP,Main Cabin,4
Jamie,Hernandez,Buy,2,ELP,DFW,Business Class,4
Justin,Hawkins,Buy,800,ELP,CDG,First Class,1
Julie,Alexander,Buy,461,LAX,ELP,Business Class,2
Rachel,Vasquez,Buy,1310,CJS,MEX,First Class,1
Gloria,Page,Buy,160,CUN,ELP,Business Class,4
Michael,King,Buy,372,ELP,ORD,Business Class,1
Richard,Sullivan,Buy,512,BOS,LAX,First Class,8
Matthew,Erickson,Buy,1241,CUN,ELP,Business Class,1
Andrew,Parks,Buy,650,ELP,ATL,First Class,1
Kelly,Jordan,Buy,444,ELP,HND,Main Cabin,8
Jeffrey,Rodriguez,Buy,1288,JFK,ELP,First Class,7
Jennifer,Evans,Buy,725,DFW,ELP,Main Cabin,6
Marissa,Henry,Buy,1222,MEX,CJS,First Class,7
Jerry,Rodriguez,Buy,1197,JFK,ELP,First Class,3
Travis,Ruiz,Buy,1248,ELP,CDG,Main Cabin,2
Quasimodo,Disney,Buy,588,CJS,MEX,Main Cabin,2
Bryan,Fields,Buy,926,ELP,JFK,First Class,6
Anthony,Moore,Buy,1181,LAX,ELP,Business Class,1
Benjamin,Johnson,Buy,970,CUN,ELP,First Class,5
Jorge,Huerta,Buy,97,ELP,LAX,Business Class,3
Dawn,King,Buy,49,CJS,MEX,First Class,5
Christopher,Robinson,Buy,724,DFW,ELP,First Class,1
Daniel,Smith,Buy,811,ELP,DFW,Business Class,7
Donald,Duck,Buy,571,ELP,BOS,First Class,2
Linda,Bennett,Buy,1101,ATL,ELP,First Class,4
Noah,Horne,Buy,1187,ORD,ELP,Main Cabin,7
Darren,Gibbs,Buy,676,LHR,ELP,Business Class,6
Gerald,Beltran,Buy,1129,CJS,MEX,Business Class,2
Lawrence,Henry,Buy,99,LAX,ELP,First Class,2
Tanya,Kent,Buy,755,BOS,ELP,First Class,5
Norman,Freeman,Buy,1186,ORD,ELP,Business Class,5
Taylor,Johnson,Buy,754,BOS,ELP,First Class,3
Andrew,Atkins,Buy,1184,ELP,ORD,Business Class,2
Robert,Preston,Buy,911,LAX,ELP,First Class,5
Michaela,Miranda,Buy,211,ELP,BOS,Main Cabin,2
John,Sanders,Buy,587,LHR,ELP,Main Cabin,8
Darin,Porter,Buy,1289,JFK,ELP,Main Cabin,5
Patricia,Hughes,Buy,1347,HND,ELP,Main Cabin,1
Joshua,Hickman,Buy,252,ELP,YYZ,Main Cabin,3
Emily,Estes,Buy,389,JFK,ELP,First Class,3
Jeffrey,Delgado,Buy,850,LAS,ELP,Business Class,2
Kevin,Tran,Buy,173,CDG,ELP,Business Class,7
Eric,Vazquez,Buy,382,ATL,ELP,First Class,6
Brandon,Neal,Buy,640,LAX,ELP,Business Class,5
Jeremy,Morris,Buy,754,BOS,ELP,First Class,3
Erika,Lopez,Buy,95,DFW,ELP,Main Cabin,1
Amy,Fuller,Buy,396,ELP,LAS,Main Cabin,5
Colleen,Sanchez,Buy,148,LAX,ORL,First Class,8
Megan,Noble,Buy,1043,MEX,CJS,Main Cabin,4
Amy,Rodriguez,Buy,997,ELP,LAX,First Class,7
Kristen,Martinez,Buy,308,ELP,LAS,Business Class,8
Laura,Smith,Buy,644,ELP,ORD,First Class,6
Michael,Clarke,Buy,698,ELP,CUN,Main Cabin,1
Chris,Holden,Buy,1205,BOS,ELP,Main Cabin,6
Brooke,Maxwell,Buy,1266,ELP,LAX,Main Cabin,7
Chip,Disney,Buy,148,LAX,ORL,Main Cabin,8
Jennifer,Williams,Buy,529,ELP,CDG,Main Cabin,3
Tiffany,May,Buy,1332,ELP,YYZ,First Class,7
Christopher,Robinson,Buy,462,ELP,ORD,Business Class,6
Alexis,Black,Buy,58,LAX,ORL,Business Class,6
Francisco,Moore,Buy,393,BOS,ELP,Main Cabin,5
Christopher,Sanford,Buy,620,ELP,CDG,First Class,8
Christina,Wheeler,Buy,956,ORL,LAX,First Class,3
Kristine,Smith,Buy,1015,ELP,JFK,Main Cabin,8
Kayla,Smith,Buy,875,LAX,BOS,First Class,6
John,Hansen,Buy,1260,ELP,DFW,First Class,4
Kevin,Harrison,Buy,652,ATL,ELP,First Class,8
Jill,Henderson,Buy,347,YYZ,ELP,First Class,1
Wendy,Stanton,Buy,648,ELP,ATL,Main Cabin,2
Kevin,Gould,Buy,1160,ELP,CDG,Main Cabin,7
Enrique,Munoz,Buy,232,MEX,CJS,First Class,8
Ryan,Bowman,Buy,1227,LAX,ORL,Business Class,7
Jessica,Lloyd,Buy,979,ELP,CDG,Main Cabin,6
Amy,Parsons,Buy,91,ELP,DFW,Business Class,4
Krista,Beck,Buy,1041,MEX,CJS,Main Cabin,5
Lisa,Garrett,Buy,476,ELP,JFK,Main Cabin,7
Teresa,Taylor,Buy,533,CDG,ELP,Business Class,3
Miguel,Lucero,Buy,1019,JFK,ELP,Business Class,7
Christina,Wheeler,Buy,342,ELP,YYZ,First Class,3
Jeremy,Foster,Buy,209,JFK,ELP,Main Cabin,7
Colleen,Hall,Buy,21,ATL,ELP,First Class,1
Nicole,Rowland,Buy,542,ELP,DFW,Business Class,5
Leila,Martinez,Buy,804,ELP,HND,First Class,1
Christopher,Berry,Buy,842,ELP,BOS,Business Class,3
Chad,Green,Buy,1179,LAX,ELP,Main Cabin,3
Michael,Murray,Buy,138,CJS,MEX,First Class,6
Aurora,Disney,Buy,1172,ELP,DFW,First Class,7
Cruella,De Vil,Buy,396,ELP,LAS,Business Class,7
Ariana,Lara,Buy,765,LHR,ELP,Business Class,2
Jeffrey,Best,Buy,1120,LAS,ELP,Business Class,1
Maria,Mitchell,Buy,1171,ELP,DFW,First Class,7
Richard,Brown,Buy,789,CUN,ELP,Main Cabin,7
Henry,Salazar,Buy,469,ELP,ATL,Business Class,1
Brian,Rojas,Buy,171,CDG,ELP,Business Class,2
Kelly,Harris,Buy,1082,ELP,DFW,First Class,5
Danielle,Conrad,Buy,202,ATL,ELP,Business Class,4
Michelle,Ray,Buy,1045,ORL,LAX,First Class,3
Willie,Hobbs,Buy,966,ELP,CUN,First Class,1
Nicholas,Anderson,Buy,712,CDG,ELP,First Class,4
Gregory,Maxwell,Buy,514,LAX,BOS,Main Cabin,6
Thomas,Clark,Buy,216,ELP,LAS,Main Cabin,6
Katherine,Evans,Buy,736,ORD,ELP,First Class,7
Ashley,Gilmore,Buy,1128,CJS,MEX,Main Cabin,6
Philip,Collins,Buy,818,ELP,LAX,Main Cabin,8
Alejandra,Morris,Buy,434,ELP,YYZ,First Class,3
Haley,Moss,Buy,1010,ELP,ATL,First Class,8
Amber,Nguyen,Buy,398,ELP,LAS,Business Class,1
Emilia,Rivas,Buy,609,CUN,ELP,Business Class,5
Emily,Richardson,Buy,179,HND,ELP,Main Cabin,8
Penny,Mcdaniel,Buy,57,LAX,ORL,Main Cabin,4
Jose,Smith,Buy,179,HND,ELP,Business Class,7
Jasmin,Cuevas,Buy,1195,ELP,JFK,First Class,5
Christopher,Robinson,Buy,504,ORL,LAX,First Class,6
Sheila,Lewis,Buy,51,MEX,CJS,Business Class,5
Heather,Robbins,Buy,918,ELP,ATL,First Class,4
Mark,Thompson,Buy,591,MEX,CJS,First Class,4
Cynthia,Ellis,Buy,519,CUN,ELP,Business Class,8
Alejandro,Olivas,Buy,1335,YYZ,ELP,First Class,8
Holly,Davidson,Buy,1162,CDG,ELP,First Class,7
Roberto,Gutierrez,Buy,122,ELP,BOS,Business Class,2
Brandon,Miller,Buy,26,ELP,JFK,Business Class,6
Lisa,Spencer,Buy,623,CDG,ELP,Business Class,5
Michelle,Griffin,Buy,315,LHR,ELP,Business Class,1
Kevin,Harrison,Buy,470,ELP,ATL,First Class,4
Zachary,Tran,Buy,537,HND,ELP,Main Cabin,4
Stephen,Ellis,Buy,572,ELP,BOS,Main Cabin,5
Nicholas,Copeland,Buy,108,ELP,ATL,First Class,2
Ashley,Frye,Buy,1331,CUN,ELP,Main Cabin,5
Kara,Summers,Buy,1300,LAS,ELP,Main Cabin,4
Jose Luis,Rojas,Buy,365,DFW,ELP,Main Cabin,3
Brett,Wallace,Buy,72,ELP,YYZ,Business Class,1
Ashley,Romero,Buy,1305,LHR,ELP,Main Cabin,3
James,Brennan,Buy,454,DFW,ELP,Business Class,1
Christopher,Ortega,Buy,363,DFW,ELP,Business Class,2
Rebecca,Fisher,Buy,1169,HND,ELP,First Class,8
Geoff,Waller,Buy,55,ORL,LAX,Main Cabin,8
Hannah,Maldonado,Buy,635,DFW,ELP,First Class,6
James,Watson,Buy,1255,ELP,HND,First Class,6
Shannon,Bennett,Buy,729,LAX,ELP,First Class,4
Jasmine,Ramirez,Buy,695,LAX,BOS,Business Class,5
Susan,Garcia,Buy,825,ORD,ELP,Main Cabin,8
Michael,Clarke,Buy,1089,LAX,ELP,Main Cabin,3
Melissa,Mcdonald,Buy,938,ELP,LAS,First Class,4
Virginia,Phelps,Buy,953,MEX,CJS,Business Class,3
Linda,Rodriguez,Buy,748,JFK,ELP,Main Cabin,1
Brian,Rojas,Buy,299,JFK,ELP,Business Class,1
Jade,Crawford,Buy,540,ELP,DFW,Main Cabin,5
Matthew,Gonzalez,Buy,758,ELP,LAS,First Class,3
Denisse,LoyaVillalobos,Buy,947,LHR,ELP,Main Cabin,7
Kathleen,Hines,Buy,550,LAX,ELP,Business Class,8
Julia,Young,Buy,93,DFW,ELP,First Class,8
Daniel,Lucio,Buy,1295,BOS,ELP,Main Cabin,4
Andrew,Atkins,Buy,571,ELP,BOS,First Class,2
Karl,Davis,Buy,798,ELP,CDG,First Class,4
Christopher,Jones,Buy,1219,CJS,MEX,Main Cabin,8
Mercedes,Nichols,Buy,252,ELP,YYZ,First Class,5
David,Summers,Buy,294,ELP,JFK,Main Cabin,6
Gerald,Baker,Buy,666,ELP,LAS,Main Cabin,3
James,Watson,Buy,538,HND,ELP,Main Cabin,6
Alexandra,Simpson,Buy,117,JFK,ELP,Business Class,1
Maria,Mitchell,Buy,231,MEX,CJS,First Class,1
Seth,Rodriguez,Buy,1013,ATL,ELP,First Class,5
Patricia,Glenn,Buy,519,CUN,ELP,First Class,3
Amber,Nguyen,Buy,526,YYZ,ELP,Business Class,2
Brian,Andrews,Buy,299,JFK,ELP,Business Class,3
Tanya,Turner,Buy,1043,MEX,CJS,Main Cabin,6
Brad,Patel,Buy,179,HND,ELP,Business Class,4
Ashley,Magallanes,Buy,967,ELP,CUN,Business Class,1
Jeremy,Morris,Buy,971,CUN,ELP,First Class,2
Stephanie,Kirby,Buy,702,ELP,YYZ,First Class,5
Amber,Nguyen,Buy,2,ELP,DFW,Main Cabin,3
Brandon,Flores,Buy,1017,JFK,ELP,Main Cabin,3
Jeremy,Alvarez,Buy,1070,ELP,CDG,First Class,8
Robert,Flores,Buy,955,ORL,LAX,Main Cabin,1
Valerie,Moore,Buy,187,ELP,LAX,First Class,8
Miranda,Walker,Buy,150,BOS,LAX,Main Cabin,3
Travis,Burton,Buy,15,ORD,ELP,First Class,2
Mindy,Ross,Buy,1259,HND,ELP,Business Class,4
Jennifer,Jones,Buy,993,DFW,ELP,Business Class,3
Micheal,Sanders,Buy,476,ELP,JFK,Main Cabin,2
Denise,Morales,Buy,1144,LAX,BOS,Business Class,7
Mary,Lee,Buy,320,CJS,MEX,Main Cabin,3
Dennis,Reynolds,Buy,445,ELP,HND,First Class,2
Matthew,Perez,Buy,945,LHR,ELP,Main Cabin,3
Colleen,Sanchez,Buy,608,ELP,CUN,Business Class,5
Susan,Allen,Buy,783,LAX,BOS,Main Cabin,4
Susan,Humphrey,Buy,882,ELP,YYZ,First Class,4
William,Wolf,Buy,1237,ELP,CUN,Business Class,4
Donald,Villanueva,Buy,275,DFW,ELP,Business Class,3
Shannon,Holden,Buy,1018,JFK,ELP,Main Cabin,3
Erik,Case,Buy,738,ELP,ATL,First Class,2
Luis,Sanchez,Buy,1167,HND,ELP,Main Cabin,3
Jason,Clark,Buy,808,HND,ELP,First Class,4
Jorge,RodriguezOrtega,Buy,286,ORD,ELP,Main Cabin,1
April,Turner,Buy,547,ELP,LAX,First Class,8
Tiffany,Jones,Buy,324,ORL,LAX,Business Class,6
Nicole,Rowland,Buy,1214,ELP,LHR,Main Cabin,5
James,Simpson,Buy,443,CDG,ELP,Main Cabin,1
Erin,Barton,Buy,932,ELP,BOS,First Class,1
Antonio,Edwards,Buy,1320,BOS,LAX,Business Class,8
Julia,Young,Buy,154,LAX,BOS,Main Cabin,5
William,Ortiz,Buy,787,ELP,CUN,Main Cabin,6
Gary,Smith,Buy,1327,ELP,CUN,First Class,7
David,Gross,Buy,1138,LAX,ORL,First Class,7
Donna,Travis,Buy,1027,ELP,LAS,First Class,4
Philip,Collins,Buy,237,LAX,ORL,First Class,2
Sherri,Velasquez,Buy,129,LAS,ELP,Business Class,3
Jeremy,Rocha,Buy,928,JFK,ELP,First Class,4
Samantha,Cooper,Buy,1273,ELP,ORD,First Class,6
Amy,Rodriguez,Buy,750,ELP,BOS,Main Cabin,3
Laura,Smith,Buy,978,ELP,CDG,Business Class,4
Mary,Church,Buy,1195,ELP,JFK,Main Cabin,8
Amy,Morse,Buy,296,ELP,JFK,Business Class,8
Linda,Miller,Buy,525,YYZ,ELP,First Class,7
Eric,Ramos,Buy,224,ELP,LHR,First Class,5
Robert,Wang,Buy,610,CUN,ELP,First Class,8
William,Adkins,Buy,1038,CJS,MEX,Business Class,5
Megan,Noble,Buy,598,LAX,ORL,Business Class,4
William,Rice,Buy,767,LHR,ELP,Main Cabin,3
Keith,Christensen,Buy,437,YYZ,ELP,Main Cabin,1
Penny,Mcdaniel,Buy,508,LAX,ORL,Main Cabin,8
Brandon,Dillon,Buy,1221,MEX,CJS,Business Class,2
Shannon,Avery,Buy,339,CUN,ELP,Business Class,4
Simba,Disney,Buy,445,ELP,HND,Main Cabin,4
Stephen,Ellis,Buy,939,LAS,ELP,Main Cabin,8
Crystal,Hayes,Buy,828,ELP,ATL,Main Cabin,4
Justin,Wilson,Buy,754,BOS,ELP,Business Class,1
Dana,Miller,Buy,439,ELP,CDG,Main Cabin,7
Michael,Williams,Buy,442,CDG,ELP,First Class,5
Amy,Parsons,Buy,989,HND,ELP,First Class,4
Susan,Hill,Buy,1051,BOS,LAX,Main Cabin,5
Allison,Weaver,Buy,16,ORD,ELP,First Class,6
Bryan,Massey,Buy,264,ELP,HND,First Class,5
Megan,Thompson,Buy,452,ELP,DFW,Business Class,5
Emily,Richardson,Buy,811,ELP,DFW,First Class,5
Carl,Foley,Buy,1251,CDG,ELP,First Class,1
Julia,Jones,Buy,973,ELP,YYZ,Main Cabin,6
Jerry,Gamble,Buy,573,BOS,ELP,Business Class,3
Phillip,Richardson,Buy,854,ELP,LHR,Main Cabin,2
Simba,Disney,Buy,150,BOS,LAX,First Class,5
Felicia,Carlson,Buy,406,LHR,ELP,Business Class,4
Rhonda,Kane,Buy,1180,LAX,ELP,Business Class,2
Kelly,Wilson,Buy,628,HND,ELP,Main Cabin,7
Nicholas,Smith,Buy,1282,ATL,ELP,First Class,7
Christopher,Robinson,Buy,786,ELP,CUN,Business Class,8
Richard,Sullivan,Buy,1080,ELP,DFW,Main Cabin,5
Brandon,CartwrightLi,Buy,1058,ELP,CUN,Main Cabin,6
Matthew,Perez,Buy,939,LAS,ELP,Business Class,4
Sheila,Lewis,Buy,62,BOS,LAX,Main Cabin,4
Miranda,Walker,Buy,1145,LAX,BOS,First Class,7
Gustavo,Rubio,Buy,57,LAX,ORL,Business Class,2
Debra,Blackwell,Buy,213,BOS,ELP,Business Class,3
Mary,Chapman,Buy,511,BOS,LAX,Main Cabin,6
Jenna,Chase,Buy,1243,ELP,YYZ,Main Cabin,6
Woody,Disney,Buy,229,CJS,MEX,Main Cabin,8
Joel,Arellano,Buy,104,ELP,ORD,First Class,4
Allison,Chang,Buy,214,BOS,ELP,Business Class,3
Alexander,Cameron,Buy,1106,ELP,JFK,First Class,8
Paul,Harmon,Buy,1143,LAX,BOS,First Class,8
Shannon,Avery,Buy,901,ELP,DFW,Main Cabin,6
Kylie,King,Buy,451,ELP,DFW,Business Class,8
Timothy,Johnson,Buy,424,LAX,BOS,Main Cabin,8
Amanda,Miller,Buy,1110,ELP,BOS,First Class,4
Michelle,Jones,Buy,1138,LAX,ORL,First Class,8
Joseph,Robinson,Buy,6,ELP,LAX,Main Cabin,4
Angela,Mcintyre,Buy,197,ORD,ELP,First Class,8
Kelly,Yu,Buy,1050,BOS,LAX,Business Class,8
Steven,Miller,Buy,826,ORD,ELP,First Class,3
Francisco,Vazquez,Buy,3,DFW,ELP,Main Cabin,6
Bobby,Gonzales,Buy,599,LAX,ORL,Main Cabin,8
Peggy,Murphy,Buy,341,CUN,ELP,Business Class,1
Laura,Williams,Buy,203,ATL,ELP,Main Cabin,8
Stacey,Paul,Buy,1049,LAX,ORL,Main Cabin,8
Craig,Espinoza,Buy,108,ELP,ATL,Business Class,1
Amanda,Shepherd,Buy,154,LAX,BOS,Business Class,4
Emily,Estes,Buy,71,CUN,ELP,Business Class,5
Alex,Watson,Buy,107,ORD,ELP,Business Class,2
Monica,Craig,Buy,591,MEX,CJS,Business Class,7
Christian,Smith,Buy,104,ELP,ORD,First Class,4
Carlos,Lynch,Buy,342,ELP,YYZ,Business Class,7
Sheri,Adams,Buy,1272,ELP,ORD,First Class,3
Tami,Alexander,Buy,158,ELP,CUN,Main Cabin,1
Lisa,Robinson,Buy,1049,LAX,ORL,First Class,2
Alex,Watson,Buy,182,ELP,DFW,Main Cabin,6
Ricardo,Rodriguez,Buy,638,ELP,LAX,Business Class,8
Anita,Fletcher,Buy,79,ELP,CDG,First Class,3
Samantha,Thomas,Buy,1210,LAS,ELP,Main Cabin,5
John,Hansen,Buy,398,ELP,LAS,Business Class,2
Megan,Noble,Buy,1256,ELP,HND,First Class,6
Bella,Quintero,Buy,802,CDG,ELP,Business Class,6
Thomas,Stevenson,Buy,1124,ELP,LHR,Main Cabin,4
Courtney,Tran,Buy,682,MEX,CJS,First Class,3
Jared,Scott,Buy,837,JFK,ELP,Business Class,5
Christopher,Melendez,Buy,1252,CDG,ELP,Main Cabin,4
Krista,Lambert,Buy,580,LAS,ELP,Main Cabin,3
Andre,Ramos,Buy,458,ELP,LAX,First Class,3
Rebecca,Nguyen,Buy,103,ELP,ORD,Main Cabin,5
Rebecca,Fisher,Buy,726,ELP,LAX,First Class,3
Gerald,Baker,Buy,334,LAX,BOS,Business Class,3
Kristy,Hoover,Buy,1312,MEX,CJS,Main Cabin,7
Chelsea,Gallagher,Buy,73,ELP,YYZ,Main Cabin,5
Megan,Thompson,Buy,5,DFW,ELP,Business Class,5
Andre,Ramos,Buy,1202,ELP,BOS,Business Class,8
Sarah,Griffin,Buy,896,ELP,HND,Business Class,1
John,Blevins,Buy,1099,ELP,ATL,Main Cabin,8
Brian,Hayes,Buy,1030,LAS,ELP,Business Class,4
Emily,Richardson,Buy,1200,ELP,BOS,Main Cabin,6
Justin,Wilson,Buy,556,ORD,ELP,First Class,1
Jeffrey,Marquez,Buy,297,JFK,ELP,Business Class,7
Edward,Jackson,Buy,399,LAS,ELP,First Class,1
Gregory,Sullivan,Buy,836,ELP,JFK,First Class,1
Erica,Burch,Buy,388,JFK,ELP,Main Cabin,3
Becky,Gray,Buy,163,ELP,YYZ,Main Cabin,8
Brett,Mathis,Buy,302,ELP,BOS,First Class,5
Christopher,Jones,Buy,1064,ELP,YYZ,Main Cabin,8
Scar,Lion,Buy,1261,ELP,DFW,First Class,8
Jafar,Aladdin,Buy,737,ORD,ELP,Main Cabin,4
Anthony,Barber,Buy,1145,LAX,BOS,First Class,6
Melissa,Evans,Buy,1296,ELP,LAS,Business Class,1
Anthony,Kramer,Buy,1028,ELP,LAS,Business Class,3
Michael,Moran,Buy,273,DFW,ELP,First Class,2
Ann,Rogers,Buy,820,LAX,ELP,Main Cabin,8
Becky,Gray,Buy,862,MEX,CJS,First Class,1
Crystal,Rice,Buy,397,ELP,LAS,Business Class,7
John,White,Buy,1024,BOS,ELP,Business Class,1
Ana,Andrade,Buy,1293,BOS,ELP,Business Class,4
Emily,Estes,Buy,533,CDG,ELP,First Class,4
Krista,Beck,Buy,282,ELP,ORD,First Class,2
Misty,Jimenez,Buy,601,BOS,LAX,First Class,2
Kathryn,Perez,Buy,254,ELP,YYZ,First Class,1
Thomas,Stevenson,Buy,746,ELP,JFK,First Class,2
Julia,Jones,Buy,738,ELP,ATL,Business Class,4
Crystal,Rice,Buy,605,LAX,BOS,Business Class,8
